age,gender,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,addicted_label
27,Male,6.18,1.84,0.8,1.75,5.05,226,127,8.74,Medium,No,Moderate,1
33,Male,10.12,2.53,3.27,3.63,6.99,64,132,12.5,Low,Yes,Severe,1
27,Male,7.27,4.26,1.84,5.01,4.95,53,147,7.82,High,No,Moderate,1
26,Female,3.9,5.97,0.48,1.58,6.38,29,38,4.42,Low,Yes,Moderate,1
24,Male,6.09,5.63,2.54,5.26,6.52,162,20,6.7,High,No,Severe,1
34,Other,7.8,1.56,2.23,4.13,5.8,173,113,8.65,High,No,Mild,0
28,Other,7.33,4.37,3.55,2.39,6.88,79,63,8.65,Low,No,Moderate,1
29,Other,3.74,5.47,2.22,1.79,6.95,169,60,5.4,Medium,No,Severe,1
33,Other,9.5,3.63,3.55,3.0,5.41,196,167,11.82,High,No,Severe,1
34,Other,10.27,4.52,2.07,4.56,7.19,124,126,11.64,Low,No,Moderate,1
27,Other,7.73,3.54,3.27,4.62,9.0,243,148,8.29,Low,No,Mild,0
20,Female,7.55,4.9,0.55,4.6,6.19,97,46,9.9,Low,Yes,Moderate,1
23,Male,9.54,2.96,3.81,4.15,6.92,133,116,12.47,Low,No,Severe,1
30,Other,4.31,5.99,3.72,0.94,7.52,206,172,5.23,Medium,Yes,Moderate,1
35,Male,9.38,0.84,3.19,5.51,7.66,221,111,11.5,High,Yes,Moderate,1
22,Male,9.62,2.87,2.77,1.82,7.63,195,80,11.92,Low,Yes,Severe,1
21,Female,3.63,4.73,0.09,4.53,8.42,63,60,4.41,Low,Yes,Severe,1
21,Male,8.57,5.18,3.99,3.63,7.47,82,72,11.54,Low,No,Severe,1
28,Male,5.62,3.72,1.0,1.27,8.01,243,124,6.47,Low,No,Mild,0
18,Male,10.82,2.97,0.53,2.62,5.42,148,175,12.88,Low,Yes,Moderate,1
23,Female,10.42,4.03,0.22,4.76,7.89,206,119,10.97,High,Yes,Moderate,1
20,Other,7.12,1.85,3.45,2.64,5.22,170,70,8.12,Low,No,Moderate,1
26,Male,9.01,5.44,3.72,2.43,4.87,220,101,9.9,High,No,Severe,1
29,Other,3.19,4.85,3.56,3.01,4.84,56,49,5.86,Low,No,Moderate,1
18,Male,10.96,1.08,1.24,2.65,5.81,78,169,11.48,Low,No,Moderate,1
28,Male,8.04,5.12,3.74,4.31,8.16,128,107,8.64,High,Yes,Moderate,1
30,Other,7.19,5.52,3.13,3.76,7.44,245,66,8.4,High,Yes,Severe,1
18,Male,6.46,2.68,0.58,4.2,6.72,99,135,7.31,Medium,No,Mild,0
27,Female,10.64,5.9,2.16,5.55,6.48,58,138,13.08,Medium,Yes,Severe,1
35,Male,8.36,3.17,0.22,2.95,8.21,96,180,11.35,Low,Yes,Moderate,1
30,Other,11.29,3.83,0.54,5.33,8.02,204,142,13.23,High,No,Moderate,1
27,Female,4.2,3.99,0.12,2.76,6.76,136,72,6.98,Low,No,Mild,0
30,Female,6.17,1.47,3.6,5.17,7.55,158,16,7.61,High,Yes,Mild,0
21,Male,3.08,0.59,1.07,2.89,7.35,25,100,3.85,Low,Yes,Mild,0
19,Male,8.62,4.88,2.98,1.43,5.72,127,51,10.24,Medium,No,Severe,1
18,Other,6.25,1.85,3.05,4.52,8.43,234,82,6.95,Medium,Yes,Mild,0
33,Female,5.34,1.88,1.85,2.06,7.43,158,165,6.08,High,No,Mild,0
31,Male,11.92,0.99,2.13,2.83,8.21,116,69,14.7,Low,No,Moderate,1
23,Other,8.79,4.14,2.05,5.46,7.52,166,138,10.69,High,No,Moderate,1
33,Male,4.14,4.71,2.77,2.46,6.84,55,143,4.67,High,Yes,Moderate,1
27,Male,4.73,4.14,2.86,4.15,5.18,58,25,5.26,Low,Yes,Severe,1
31,Other,8.17,3.51,2.17,3.49,8.48,80,81,9.61,High,Yes,Severe,1
34,Other,9.74,4.08,3.02,0.89,4.8,50,53,12.59,Medium,Yes,Severe,1
23,Female,6.53,5.65,2.45,3.12,7.9,55,56,9.23,Low,No,Severe,1
18,Male,5.65,5.71,2.57,2.2,7.36,113,64,7.12,Low,No,Severe,1
35,Female,10.93,1.7,3.66,1.76,4.93,195,149,11.7,Medium,No,Moderate,1
21,Female,11.23,2.66,0.43,5.94,8.66,52,125,11.88,Medium,No,Moderate,1
27,Female,11.96,5.37,0.23,5.11,5.8,244,28,13.3,High,No,Severe,1
21,Female,9.51,1.24,3.51,5.96,8.02,55,174,10.66,Low,Yes,Moderate,1
31,Female,10.27,2.06,3.49,3.12,7.52,154,78,12.76,Medium,No,Severe,1
35,Female,6.29,1.1,3.86,1.7,8.62,110,163,8.24,Low,Yes,Moderate,1
35,Female,4.68,5.85,2.19,0.99,6.7,121,166,5.81,High,No,Severe,1
35,Female,10.98,3.87,3.01,4.63,7.33,66,94,13.1,Medium,No,Moderate,1
22,Female,5.97,4.14,1.77,5.13,4.83,43,97,8.33,Medium,Yes,Severe,1
31,Female,11.6,1.07,2.74,4.99,6.45,177,87,14.15,High,No,Severe,1
23,Male,10.09,1.24,1.42,4.17,6.25,170,164,11.93,Medium,No,Moderate,1
27,Female,7.76,5.23,2.7,4.45,6.29,247,68,9.8,Medium,Yes,Moderate,1
26,Other,7.43,2.5,2.74,3.68,7.59,146,34,9.37,High,No,Moderate,1
29,Male,11.97,3.89,0.31,0.71,7.26,239,131,13.6,Medium,Yes,Severe,1
22,Female,11.27,1.89,0.12,5.17,5.61,112,49,14.22,Low,Yes,Moderate,1
30,Male,8.28,3.17,2.78,0.82,8.03,66,45,10.06,Medium,No,Moderate,1
31,Other,3.83,2.71,0.31,5.9,5.66,164,71,5.93,High,No,Mild,0
23,Other,4.49,4.4,2.37,1.05,8.11,110,95,6.96,Medium,Yes,Moderate,1
31,Male,11.34,5.13,2.23,3.17,5.56,203,16,13.4,High,No,Moderate,1
29,Male,9.63,4.06,0.93,2.65,5.67,217,163,11.26,Low,Yes,Severe,1
23,Male,9.72,3.57,0.71,4.66,8.0,82,46,10.27,High,No,Severe,1
29,Male,11.6,2.15,1.76,4.73,5.64,237,150,13.91,Low,No,Moderate,1
26,Other,4.94,5.12,0.37,6.0,6.68,48,131,7.33,Medium,Yes,Severe,1
26,Female,4.7,3.5,2.23,1.38,5.12,109,143,7.15,Medium,Yes,Mild,0
19,Female,9.52,3.5,3.31,5.61,7.37,74,42,11.09,Medium,No,Moderate,1
26,Other,7.95,3.55,3.63,2.36,7.66,29,138,10.06,High,Yes,Mild,0
27,Other,6.1,5.03,2.05,3.66,5.15,235,149,6.76,Medium,Yes,Moderate,1
23,Other,4.29,5.06,2.18,3.61,4.75,71,80,6.21,Medium,No,Severe,1
25,Other,4.9,2.93,2.17,2.46,6.98,92,102,6.08,Low,No,Mild,0
34,Other,3.85,3.27,3.21,1.27,5.55,196,41,6.52,High,Yes,Mild,0
33,Male,9.99,2.69,1.12,2.23,6.84,239,78,12.71,Medium,No,Severe,1
34,Female,7.64,5.45,3.06,5.48,5.24,134,17,10.62,High,No,Severe,1
31,Female,7.85,4.2,2.88,1.93,6.4,79,114,10.02,Low,Yes,Moderate,1
27,Male,6.38,1.22,1.02,3.73,8.36,43,59,8.48,High,No,Moderate,1
21,Other,8.97,1.93,0.48,4.02,7.1,85,161,11.87,High,No,Severe,1
35,Other,3.12,5.65,0.28,2.21,7.25,35,43,4.99,Medium,Yes,Severe,1
33,Female,10.06,0.57,2.48,0.8,5.94,57,138,12.76,High,Yes,Moderate,1
28,Female,7.97,5.18,1.67,1.5,5.63,108,88,10.33,High,No,Moderate,1
18,Female,6.6,2.82,0.4,2.26,7.32,232,168,8.4,Medium,Yes,Mild,0
33,Other,4.64,5.16,1.75,5.61,7.1,78,87,7.01,Medium,No,Moderate,1
27,Other,5.45,0.91,1.76,1.27,5.84,26,128,6.94,High,No,Mild,0
26,Other,8.67,5.67,0.4,3.35,8.71,96,133,11.17,High,No,Severe,1
29,Female,4.72,3.65,0.09,5.78,5.16,236,28,6.6,Medium,No,Mild,0
22,Other,10.91,4.72,1.39,1.46,7.59,214,131,11.72,Low,Yes,Moderate,1
27,Other,8.69,1.82,0.41,5.46,7.73,101,179,10.5,Medium,Yes,Severe,1
19,Female,10.88,0.64,1.82,0.8,7.61,167,131,12.22,Low,Yes,Moderate,1
34,Male,3.08,2.75,1.78,2.17,6.75,150,163,6.03,Low,Yes,Mild,0
31,Female,7.52,5.74,0.5,5.14,6.41,81,69,9.11,High,Yes,Moderate,1
28,Other,11.07,5.42,2.89,2.5,5.23,57,155,12.8,High,Yes,Severe,1
21,Female,9.51,5.2,1.52,4.94,7.54,150,24,10.4,Medium,Yes,Severe,1
20,Male,8.01,3.04,1.94,5.33,6.33,215,86,8.69,Low,No,Severe,1
26,Other,10.96,4.2,2.31,1.33,7.47,76,124,13.7,Low,Yes,Moderate,1
23,Female,8.46,3.81,2.04,4.82,8.24,74,91,10.17,High,Yes,Severe,1
25,Male,7.84,5.58,1.55,2.4,7.31,115,68,9.45,Medium,No,Moderate,1
23,Female,7.33,3.91,2.38,2.13,8.73,80,172,10.22,High,No,Mild,0
25,Male,3.13,5.58,0.77,5.04,7.93,243,24,5.89,Medium,No,Severe,1
29,Other,3.68,5.77,2.16,3.59,7.0,201,62,6.37,Low,Yes,Moderate,1
23,Female,5.67,3.28,0.26,2.57,5.88,69,129,6.84,Medium,No,Mild,0
25,Female,8.13,2.17,2.14,3.64,5.09,104,144,10.6,Medium,Yes,Severe,1
29,Other,8.34,5.47,1.81,1.52,5.27,191,28,9.05,High,Yes,Severe,1
30,Female,7.17,3.87,1.94,3.89,6.22,82,136,7.97,High,Yes,Mild,0
21,Male,10.81,0.67,2.21,5.5,6.37,33,150,13.33,Low,No,Moderate,1
32,Female,6.56,1.69,0.65,1.34,8.86,129,163,9.27,Medium,Yes,Moderate,1
19,Other,3.81,5.39,2.07,5.98,7.25,70,138,5.84,Low,No,Severe,1
31,Male,11.74,2.27,1.52,0.64,8.35,41,117,13.1,High,No,Severe,1
20,Female,6.12,5.53,0.95,2.5,6.99,225,154,8.31,High,Yes,Severe,1
18,Other,6.2,5.17,3.99,3.16,7.46,67,178,6.96,Medium,Yes,Moderate,1
26,Other,9.6,5.21,2.16,5.54,8.57,128,77,11.9,High,Yes,Severe,1
22,Male,10.01,5.2,1.69,4.36,5.01,174,173,12.32,Medium,No,Moderate,1
21,Female,10.3,1.59,0.03,4.13,7.26,48,125,11.63,Medium,Yes,Moderate,1
33,Male,4.66,2.3,1.32,5.39,4.64,176,68,5.99,Medium,Yes,Mild,0
23,Other,3.09,4.13,1.41,2.3,7.47,23,42,5.46,Medium,Yes,Moderate,1
28,Other,11.37,3.74,3.06,1.29,5.09,108,82,14.07,Low,Yes,Severe,1
23,Male,9.18,1.66,2.58,0.96,5.28,97,65,11.67,Low,No,Moderate,1
18,Female,4.96,3.96,0.96,1.27,6.71,128,163,5.5,Medium,No,Mild,0
33,Female,11.1,5.28,0.05,3.98,6.81,50,22,13.7,Medium,Yes,Severe,1
30,Male,7.32,2.18,0.82,5.6,5.81,186,63,9.64,Medium,No,Moderate,1
24,Other,7.33,5.97,0.1,0.62,4.77,82,110,8.07,Low,No,Moderate,1
33,Male,8.01,5.44,1.15,5.27,7.56,135,175,10.9,Medium,Yes,Severe,1
18,Other,5.21,4.14,0.5,2.88,8.4,63,127,7.8,Low,Yes,Severe,1
22,Male,11.49,2.98,2.55,3.05,5.09,174,92,13.85,Low,No,Severe,1
20,Female,3.03,1.53,0.95,3.97,7.66,22,162,5.48,High,No,Mild,0
32,Male,10.68,3.57,3.68,3.97,5.74,209,105,12.7,High,Yes,Severe,1
24,Other,10.89,0.71,0.64,3.76,8.03,94,91,11.82,Low,Yes,Moderate,1
27,Other,9.63,1.7,0.37,1.84,8.23,215,24,12.34,High,Yes,Severe,1
23,Male,8.59,2.56,0.76,4.64,7.18,194,15,10.54,High,No,Moderate,1
23,Male,3.22,2.99,0.61,0.61,7.63,103,106,4.7,Low,Yes,Mild,0
31,Female,9.36,1.73,2.55,1.14,5.59,142,87,10.61,Medium,Yes,Moderate,1
25,Other,11.78,3.89,0.53,3.18,5.56,28,165,14.75,Medium,No,Moderate,1
22,Male,10.86,1.77,2.0,4.77,7.27,99,31,13.35,Low,Yes,Severe,1
26,Other,10.99,4.64,2.14,2.05,8.06,198,175,12.82,High,No,Severe,1
25,Female,7.52,1.51,2.18,2.35,4.81,214,28,8.14,Medium,Yes,Moderate,1
35,Male,11.01,4.35,2.84,5.24,6.16,165,118,12.16,Medium,Yes,Moderate,1
21,Other,7.66,0.58,2.45,4.5,7.77,160,155,9.53,Medium,Yes,Mild,0
29,Female,8.56,0.55,2.93,0.88,7.09,197,26,11.32,High,Yes,Moderate,1
30,Female,4.84,4.42,1.54,1.3,5.72,93,125,7.27,Medium,No,Severe,1
21,Female,6.28,3.2,1.8,5.01,8.52,106,103,8.91,Medium,Yes,Moderate,1
35,Female,5.67,5.6,2.73,3.07,8.5,168,168,6.83,Medium,No,Moderate,1
25,Male,5.84,2.71,1.68,3.25,8.75,147,15,7.4,High,No,Mild,0
20,Male,9.15,2.62,0.61,3.29,8.63,33,20,11.46,Medium,Yes,Moderate,1
31,Other,11.48,3.3,3.56,1.3,5.37,111,145,12.97,High,Yes,Moderate,1
35,Other,11.42,5.83,1.14,2.15,7.36,99,114,13.64,Medium,No,Moderate,1
20,Other,4.62,5.97,0.7,1.29,6.35,35,123,7.03,Low,Yes,Moderate,1
21,Other,7.27,1.37,3.09,2.22,5.15,39,157,8.8,Medium,Yes,Mild,0
31,Female,7.35,2.86,1.82,4.39,7.13,195,157,8.84,Medium,No,Moderate,1
32,Male,11.33,5.41,3.63,4.74,7.29,143,48,12.54,High,Yes,Severe,1
23,Other,11.53,3.46,3.8,4.42,6.67,181,165,14.5,Medium,No,Moderate,1
26,Other,3.8,1.85,3.12,2.04,7.2,207,42,6.11,Low,Yes,Mild,0
20,Male,5.43,0.95,1.41,1.32,8.33,85,102,7.77,High,Yes,Mild,0
27,Female,4.96,5.63,1.38,0.81,8.67,117,169,7.71,High,Yes,Moderate,1
20,Other,3.54,1.88,3.1,2.48,5.87,178,50,5.84,High,Yes,Mild,0
33,Male,6.56,1.29,1.58,3.87,6.72,234,179,7.18,Low,No,Mild,0
25,Female,5.54,5.94,3.81,3.01,8.85,217,53,7.95,High,Yes,Moderate,1
19,Male,3.32,1.39,1.26,3.92,4.56,26,39,4.22,Medium,Yes,Mild,0
19,Male,8.07,3.46,3.63,1.36,7.99,184,162,9.25,Low,No,Moderate,1
20,Female,9.82,3.84,3.02,5.06,5.05,153,121,12.12,Medium,No,Moderate,1
31,Other,5.17,3.55,3.81,2.0,7.51,182,101,7.29,Medium,No,Mild,0
30,Other,3.05,4.61,3.72,1.38,6.08,118,176,5.2,Medium,No,Moderate,1
20,Female,7.76,5.77,1.88,0.92,7.94,228,66,10.55,Medium,Yes,Severe,1
24,Female,11.75,1.78,3.8,1.01,5.14,145,28,13.34,Medium,No,Severe,1
34,Male,10.1,1.63,3.21,4.6,7.05,25,86,12.72,Medium,Yes,Moderate,1
19,Female,9.58,1.74,1.9,3.85,6.32,151,100,11.87,Low,No,Severe,1
19,Male,10.02,1.92,3.39,3.79,7.92,199,96,11.72,Medium,Yes,Severe,1
30,Other,8.27,1.34,0.09,2.39,5.2,126,70,9.64,Medium,No,Moderate,1
34,Other,10.75,2.36,1.77,1.96,5.81,39,77,13.71,High,Yes,Severe,1
23,Female,9.47,4.77,1.41,1.3,5.53,72,77,11.31,Low,No,Moderate,1
33,Male,8.56,3.32,0.18,5.18,5.44,197,37,11.34,Low,No,Moderate,1
18,Other,5.84,3.78,2.95,4.72,4.63,220,118,6.65,Low,No,Mild,0
32,Male,4.02,4.13,2.38,3.15,8.03,239,72,5.91,Low,Yes,Moderate,1
19,Other,8.59,1.14,2.41,3.39,5.12,195,112,10.48,Low,No,Severe,1
24,Other,8.53,5.1,0.88,2.62,8.87,120,169,9.06,Medium,Yes,Moderate,1
31,Male,3.32,5.43,2.08,1.35,7.98,57,68,5.2,High,Yes,Moderate,1
20,Female,11.54,5.19,2.52,3.44,5.18,124,172,13.04,Medium,No,Severe,1
32,Male,7.92,4.8,1.89,1.54,4.54,180,80,10.46,High,Yes,Severe,1
18,Female,11.25,2.65,1.7,1.22,6.01,150,159,13.1,Medium,No,Severe,1
34,Female,11.48,3.72,3.12,1.83,6.59,228,178,12.03,High,Yes,Severe,1
24,Male,3.63,5.8,0.03,4.64,7.62,73,109,5.81,Medium,No,Severe,1
34,Male,9.7,1.59,3.12,3.13,7.07,50,113,11.69,High,Yes,Severe,1
26,Female,9.07,2.74,3.31,1.55,7.59,33,81,11.47,Low,No,Moderate,1
18,Other,3.62,5.62,3.68,4.87,7.77,163,162,5.39,High,No,Moderate,1
23,Other,5.51,5.91,3.56,2.49,7.7,231,74,6.79,Low,No,Severe,1
23,Male,9.59,4.02,3.39,3.04,7.41,97,88,12.09,Low,No,Moderate,1
26,Other,9.8,4.87,0.07,5.34,7.27,149,148,11.7,Medium,No,Moderate,1
25,Female,8.45,1.97,2.56,2.69,6.95,110,26,9.29,High,No,Moderate,1
21,Other,5.39,4.22,3.06,1.81,7.98,75,161,7.94,High,No,Severe,1
21,Male,7.18,1.39,0.06,0.84,6.46,144,173,9.07,High,Yes,Moderate,1
30,Other,4.98,5.0,0.38,5.42,5.32,143,66,6.65,High,Yes,Moderate,1
23,Male,6.08,2.27,2.06,3.31,5.96,138,65,9.02,Low,Yes,Mild,0
18,Male,11.61,2.99,3.31,5.62,6.06,30,108,13.71,Low,No,Moderate,1
31,Male,5.5,4.87,3.94,3.03,7.8,190,30,8.05,Medium,Yes,Moderate,1
33,Female,3.62,3.45,1.41,5.56,4.82,53,32,6.15,Medium,No,Mild,0
35,Male,11.04,3.6,3.06,1.63,8.85,62,20,13.52,Medium,Yes,Severe,1
28,Other,10.74,0.94,3.24,2.91,7.21,150,128,12.65,Low,No,Severe,1
19,Female,3.1,5.96,0.73,2.27,8.27,31,34,5.94,Medium,No,Moderate,1
27,Other,10.23,4.05,0.15,3.8,5.3,236,159,12.69,Low,No,Moderate,1
27,Female,8.77,3.17,1.86,4.5,7.33,127,125,9.4,Medium,No,Severe,1
22,Male,7.25,3.68,3.16,5.23,7.01,38,39,8.15,Medium,Yes,Mild,0
34,Female,9.36,3.45,3.16,1.1,8.79,194,89,11.57,Medium,No,Moderate,1
19,Other,10.2,1.26,3.87,3.0,5.81,164,77,13.04,High,Yes,Moderate,1
30,Other,6.17,2.23,1.12,3.47,6.35,34,162,8.35,Low,No,Moderate,1
19,Female,10.3,4.74,0.74,1.28,5.95,221,145,11.51,Low,Yes,Moderate,1
32,Male,7.63,5.03,1.79,2.25,5.17,236,72,8.49,Medium,Yes,Moderate,1
19,Other,10.92,4.66,2.35,2.66,5.28,96,61,13.38,High,No,Severe,1
33,Male,9.87,0.59,0.08,2.1,6.2,38,106,11.27,Low,No,Severe,1
21,Female,6.59,5.58,2.34,2.46,6.68,229,160,9.05,Medium,Yes,Moderate,1
28,Female,5.38,3.66,1.74,2.16,8.39,154,52,7.4,Medium,Yes,Mild,0
30,Male,3.66,5.3,0.43,3.4,8.34,243,29,6.27,Medium,No,Moderate,1
31,Female,4.76,3.91,3.7,3.94,7.8,97,105,7.52,Low,No,Mild,0
27,Female,7.11,5.98,2.05,1.04,5.92,115,174,8.21,High,No,Severe,1
21,Female,10.76,1.23,3.71,3.25,6.74,95,52,11.66,Low,Yes,Moderate,1
24,Male,10.18,0.57,0.42,2.27,8.69,65,77,11.01,High,Yes,Severe,1
19,Female,5.38,1.05,2.35,4.45,5.98,150,89,6.36,Medium,Yes,Mild,0
24,Female,10.97,4.57,3.63,2.46,6.63,207,28,13.17,Low,Yes,Moderate,1
31,Male,7.41,5.82,2.73,5.63,6.76,129,106,9.24,Medium,Yes,Moderate,1
30,Male,10.76,3.27,0.76,5.88,7.52,154,127,13.29,Medium,Yes,Severe,1
20,Female,9.32,3.51,0.27,3.29,7.33,175,32,11.84,High,Yes,Severe,1
18,Other,3.72,5.14,2.1,5.11,6.58,221,44,5.36,Medium,No,Severe,1
28,Female,11.59,3.59,3.27,2.9,5.2,202,130,13.31,High,No,Severe,1
21,Other,6.11,2.58,1.8,1.68,8.5,224,138,8.84,Medium,Yes,Moderate,1
20,Other,4.94,5.59,3.15,1.14,8.84,220,39,7.84,High,No,Severe,1
26,Male,9.01,2.24,3.71,2.29,6.26,28,129,9.78,High,No,Moderate,1
21,Male,3.37,2.87,2.9,1.29,5.9,206,82,4.76,Medium,No,Mild,0
20,Other,8.7,3.66,0.95,4.98,6.4,45,54,11.09,Medium,No,Moderate,1
22,Other,6.65,1.73,1.8,5.46,8.81,28,168,8.02,Low,Yes,Mild,0
23,Other,10.55,1.36,2.88,5.94,4.94,161,80,13.0,Medium,Yes,Moderate,1
33,Female,9.24,5.61,0.63,1.16,5.98,75,37,12.1,Low,Yes,Severe,1
33,Male,3.24,2.1,3.55,3.93,8.34,206,152,3.97,High,No,Mild,0
30,Other,4.31,4.76,3.82,1.97,8.3,206,42,6.21,Low,Yes,Severe,1
35,Other,10.87,2.23,2.37,2.88,5.23,150,79,13.01,Medium,No,Moderate,1
22,Male,6.63,3.18,3.72,4.72,7.59,228,117,9.21,Low,No,Moderate,1
19,Male,10.46,0.79,2.48,1.16,5.05,55,146,11.17,Low,Yes,Severe,1
27,Male,3.18,4.41,1.99,4.11,8.97,140,73,4.87,High,Yes,Severe,1
21,Other,9.53,3.05,0.01,0.76,8.63,164,138,11.95,Low,Yes,Severe,1
25,Female,11.69,2.83,2.32,3.33,4.79,33,130,13.39,High,No,Severe,1
33,Female,10.82,5.72,0.27,2.71,8.96,33,118,11.99,Medium,No,Severe,1
22,Female,5.58,0.82,1.09,3.89,6.78,123,89,8.21,Low,No,Mild,0
26,Other,3.83,3.06,2.16,1.67,5.32,40,53,5.28,High,Yes,Mild,0
29,Male,3.21,5.96,0.86,2.29,8.82,192,102,4.75,High,No,Severe,1
18,Male,5.6,4.09,1.51,5.92,7.87,161,61,7.19,High,Yes,Severe,1
23,Other,7.28,5.8,0.7,3.44,8.42,50,144,8.24,Low,No,Moderate,1
35,Male,5.46,5.69,2.01,1.92,6.36,108,176,7.92,Medium,Yes,Moderate,1
30,Female,11.45,3.1,1.82,1.55,8.56,67,23,12.01,Low,Yes,Moderate,1
35,Other,8.49,5.64,2.45,4.17,6.61,92,153,9.01,High,Yes,Moderate,1
29,Male,4.44,2.25,2.07,1.9,6.18,130,75,6.94,Low,No,Mild,0
32,Other,5.6,5.84,1.57,5.83,6.85,51,96,6.92,Medium,Yes,Moderate,1
31,Female,9.77,0.78,2.68,3.1,5.96,215,44,12.41,Low,No,Moderate,1
31,Female,7.92,4.42,0.77,5.03,8.43,171,172,10.41,Low,No,Severe,1
22,Male,7.22,5.66,0.62,0.63,8.43,147,132,9.58,Low,No,Moderate,1
27,Other,10.15,5.58,0.21,3.23,6.94,141,75,11.73,High,No,Severe,1
28,Other,4.34,5.37,0.65,1.13,5.82,62,23,6.57,Low,Yes,Moderate,1
23,Male,9.96,5.07,2.42,1.89,7.03,186,96,10.79,High,Yes,Moderate,1
29,Female,8.19,2.21,1.69,1.54,7.03,212,136,11.11,High,No,Moderate,1
31,Female,11.17,5.49,0.41,3.07,8.49,179,179,11.8,Medium,Yes,Moderate,1
19,Male,9.17,3.8,0.94,1.75,7.95,176,148,11.69,High,No,Severe,1
26,Male,8.76,5.46,0.87,1.88,5.33,117,161,9.4,Medium,No,Moderate,1
19,Other,10.04,1.41,1.9,1.53,5.94,220,85,10.57,Medium,No,Moderate,1
25,Other,10.3,0.65,0.99,5.47,6.39,23,139,12.25,High,No,Moderate,1
33,Male,10.1,2.9,1.4,2.6,5.66,213,167,12.33,Medium,No,Moderate,1
26,Female,7.79,3.27,2.27,2.2,6.96,21,47,8.73,Low,No,Moderate,1
30,Female,6.27,0.88,2.91,5.44,6.18,247,172,7.62,Medium,Yes,Moderate,1
22,Male,10.42,1.77,3.77,1.17,8.3,159,76,11.64,Low,No,Moderate,1
32,Male,6.07,2.66,2.45,2.79,6.18,111,73,8.92,Low,No,Mild,0
26,Male,6.42,4.8,0.92,1.2,6.26,229,37,7.86,Low,No,Moderate,1
32,Female,4.36,4.79,1.35,1.46,5.96,98,147,5.16,Medium,Yes,Moderate,1
31,Male,8.71,4.0,3.42,3.83,4.99,154,16,10.53,Medium,No,Moderate,1
18,Female,6.61,5.37,1.81,5.67,8.53,54,23,8.25,Low,Yes,Moderate,1
35,Female,9.97,2.37,1.8,2.8,8.86,48,18,11.08,Low,Yes,Moderate,1
20,Male,4.05,2.56,1.87,5.6,5.51,249,27,6.74,Medium,Yes,Mild,0
29,Female,11.8,5.46,0.32,1.61,4.71,138,62,12.88,Medium,Yes,Moderate,1
21,Female,7.57,1.75,3.28,2.75,5.03,55,168,10.27,Medium,Yes,Moderate,1
27,Female,8.0,1.01,1.18,1.21,7.72,76,103,10.53,Low,Yes,Moderate,1
19,Female,4.27,4.19,3.96,2.16,8.14,237,141,5.54,Medium,No,Moderate,1
20,Other,7.96,2.45,0.29,3.07,5.44,109,163,9.59,High,No,Mild,0
33,Other,7.56,5.33,0.4,3.32,6.38,248,135,9.6,Low,Yes,Severe,1
25,Male,8.14,4.56,3.53,3.72,5.98,145,62,8.71,Low,Yes,Severe,1
24,Other,7.71,1.59,3.81,5.93,7.09,75,97,9.95,High,Yes,Moderate,1
24,Male,7.39,4.92,0.18,2.03,6.59,67,157,10.19,High,Yes,Moderate,1
18,Male,11.43,5.34,0.28,2.01,4.69,88,21,12.5,High,No,Severe,1
21,Male,3.99,5.5,0.08,3.87,5.74,235,143,5.96,Low,No,Moderate,1
21,Other,4.53,2.57,3.25,1.9,5.79,155,95,6.91,Low,No,Mild,0
27,Female,11.79,0.93,3.29,0.6,7.26,146,99,13.25,Low,Yes,Moderate,1
29,Other,9.34,5.17,0.97,5.4,6.65,62,124,10.26,Medium,No,Moderate,1
25,Male,8.15,2.81,3.57,1.42,7.53,133,65,8.66,Medium,Yes,Severe,1
25,Female,6.56,3.39,3.61,0.57,7.6,190,105,9.12,High,No,Mild,0
26,Female,11.12,4.59,2.52,4.19,7.51,136,123,12.53,Low,No,Moderate,1
33,Female,11.24,2.22,0.88,3.68,8.94,72,177,12.7,High,No,Severe,1
26,Male,3.98,3.73,0.02,0.9,8.2,177,15,5.03,High,Yes,Mild,0
25,Female,3.42,1.4,3.84,3.29,8.02,71,113,4.6,Medium,No,Mild,0
24,Male,3.21,4.87,3.46,0.74,6.42,100,155,3.84,High,No,Severe,1
30,Male,11.66,5.11,1.21,2.74,6.16,104,133,12.4,High,Yes,Moderate,1
18,Female,11.87,3.39,0.81,4.85,7.1,188,47,14.65,Medium,No,Severe,1
19,Female,7.28,5.13,3.26,5.0,7.55,56,154,7.83,High,No,Severe,1
18,Female,11.92,0.56,0.01,5.96,6.45,167,138,13.61,Low,Yes,Severe,1
30,Other,5.73,1.24,2.68,5.09,5.02,123,164,7.25,High,Yes,Mild,0
33,Male,8.25,3.0,3.25,1.79,5.82,242,96,10.3,Low,No,Severe,1
22,Other,10.25,4.16,2.9,2.24,7.98,192,118,10.83,High,No,Severe,1
29,Other,7.41,3.12,2.28,3.48,6.8,29,29,8.28,Low,Yes,Mild,0
33,Other,10.66,4.68,1.77,3.37,7.1,118,32,12.36,High,Yes,Moderate,1
22,Male,6.36,0.82,2.82,4.83,7.74,112,130,7.43,Low,Yes,Mild,0
22,Other,6.62,0.7,1.81,2.47,5.15,179,150,8.42,Low,Yes,Mild,0
